UID,DBType,Instance,DBName,Schema,Table,Column,ColumnType
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB,iPriceType,int
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB,iPriceDimension,int
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB,iQuantityDimension,int
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB,iOrderBookCapability,int
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB,cOrderBookId,char(19)
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB,cMarketInstrumentId,char(15)
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB,dRoundLotSize,float
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB,dSmallestTradeableUnit,float
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB,dQuoteFactor,float
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB,dMinQuantityManualTrade,float
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB,iMaxDecimalsInPrice,int
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB,iOrderBookListId,int
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB,iGeographicalArea,int
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB,iListPosition,int
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB,iPriceTickTableId,int
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB,iActive,int
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB,cTradingCurrency,char(3)
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB,iValidFromDateType,int
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB,dtValidFromDate,datetime
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB,iValidToDateType,int
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB,dtValidToDate,datetime
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB,iLastUpdateDateTimeType,int
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB,dtLastUpdateDateTime,datetime
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB,bmRestData,varbinary(max)
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB,biMCSeqNo,bigint
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB,bmMCRestdata,varbinary(max)
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB,dtWindowsFileTime,datetime2
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNT_QuoteRequestAnswers,biMCSeqNo,bigint
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNT_QuoteRequestAnswers,dtExpirationDateTime,datetime
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNT_QuoteRequestAnswers,iQuoteRequestAnswerAttributes,int
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNT_QuoteRequestAnswers,cQuoteRequestId,char(32)
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNT_QuoteRequestAnswers,bmRestData,varbinary(max)
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNT_QuoteRequestAnswers,dtDate,datetime
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNT_QuoteRequestAnswers,bmMCRestData,varbinary(max)
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNT_Rejected_Orders,biMCSeqNo,bigint
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNT_Rejected_Orders,cMCFlag,char(1)
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNT_Rejected_Orders,iMCRejectedOrderAttributes,int
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNT_Rejected_Orders,iRejectedOrderAttributes,int
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNT_Rejected_Orders,biTS,bigint
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNT_Rejected_Orders,cBidOrAsk,char(1)
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNT_Rejected_Orders,cOrderBookId,char(19)
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNT_Rejected_Orders,cOrderId,char(23)
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNT_Rejected_Orders,cMarketOrderId,char(23)
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNT_Rejected_Orders,cCompanyId,char(11)
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNT_Rejected_Orders,cBrokerId,char(23)
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNT_Rejected_Orders,cOriginalBrokerId,char(23)
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNT_Rejected_Orders,dQuantity,float
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNT_Rejected_Orders,dPrice,float
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNT_Rejected_Orders,dtValidityDateTime,datetime
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNT_Rejected_Orders,cOrderDateTime,char(20)
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNT_Rejected_Orders,dVisibleQuantity,float
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNT_Rejected_Orders,dOpenQuantity,float
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNT_Rejected_Orders,dMovedQuantity,float
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNT_Rejected_Orders,dTradedQuantity,float
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNT_Rejected_Orders,dIMPrice,float
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNT_Rejected_Orders,dTriggerPrice,float
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNT_Rejected_Orders,iOrderOrigin,int
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNT_Rejected_Orders,iQuantityCondition,int
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNT_Rejected_Orders,iValidityCondition,int
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNT_Rejected_Orders,iPriceCondition,int
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNT_Rejected_Orders,iIMPriceCondition,int
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNT_Rejected_Orders,iTriggerCondition,int
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNT_Rejected_Orders,iNettingType,int
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNT_Rejected_Orders,iOpenClose,int
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNT_Rejected_Orders,iMarketAccount,int
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNT_Rejected_Orders,iOrderAttributes,int
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNT_Rejected_Orders,iOrderAttributesSystem,int
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNT_Rejected_Orders,iOrderAttributes2,int
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNT_Rejected_Orders,iOrderAttributesSystem2,int
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNT_Rejected_Orders,cReference,char(35)
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNT_Rejected_Orders,cAccountId,char(29)
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNT_Rejected_Orders,iReferenceDataSystemAttributes,int
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNT_Rejected_Orders,bmRestData,varbinary(max)
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNT_Rejected_Orders,dtEventDateTime,datetime
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNT_Rejected_Orders,bmRejectRestData,varbinary(max)
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNT_Rejected_Orders,bmMCRestdata,varbinary(max)
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNT_Rejected_Orders,dtWindowsFileTime,datetime2
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB_Enrichments,biMCSeqNo,bigint
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB_Enrichments,iMCOrderBookEnrichmentAttributes,int
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB_Enrichments,biOrderBookEnrichmentId,bigint
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB_Enrichments,cOrderBookId,char(19)
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB_Enrichments,iOrderBookEnrichmentAttributes,int
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB_Enrichments,iReferenceDataOrigin,int
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB_Enrichments,bmRestData,varbinary(max)
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB_Enrichments,bmMCRestData,varbinary(max)
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB_Enrichments,dtDate,datetime
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB_Enrichments,dtWindowsFileTime,datetime2
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB_Price_Info,cOrderBookId,char(19)
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB_Price_Info,iInstrumentType,int
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB_Price_Info,dtDate,datetime
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB_Price_Info,dLastPrice,float
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB_Price_Info,dLastQuantity,float
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB_Price_Info,iLastDateTimeType,int
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB_Price_Info,dtLastDateTime,datetime
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB_Price_Info,dHighPrice,float
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB_Price_Info,dHighQuantity,float
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB_Price_Info,iHighDateTimeType,int
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB_Price_Info,dtHighDateTime,datetime
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB_Price_Info,dLowPrice,float
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB_Price_Info,dLowQuantity,float
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB_Price_Info,iLowDateTimeType,int
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB_Price_Info,dtLowDateTime,datetime
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB_Price_Info,dOpeningPrice,float
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB_Price_Info,dOpeningQuantity,float
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB_Price_Info,iOpeningDateTimeType,int
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB_Price_Info,dtOpeningDateTime,datetime
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB_Price_Info,dClosingPrice,float
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB_Price_Info,dClosingQuantity,float
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB_Price_Info,iClosingDateTimeType,int
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB_Price_Info,dtClosingDateTime,datetime
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB_Price_Info,dLastOffExchangePrice,float
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB_Price_Info,dLastOffExchangeQuantity,float
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB_Price_Info,iLastOffExchangeDateTimeType,int
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB_Price_Info,dtLastOffExchangeDateTime,datetime
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB_Price_Info,dTotalQuantityTraded,float
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB_Price_Info,dTotalValueTraded,float
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB_Price_Info,iTotalTradeCount,int
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB_Price_Info,dAutomaticQuantityTraded,float
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB_Price_Info,dAutomaticValueTraded,float
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB_Price_Info,iAutomaticTradeCount,int
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB_Price_Info,dYieldToMaturity,float
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB_Price_Info,dYieldToEarliestRedemp,float
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB_Price_Info,iafStatus,int
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB_Price_Info,iUpdatedFields,int
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB_Price_Info,iId,int
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB_Price_Info,dOpenInterestQuantity,float
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB_Price_Info,dOpeningAuctionQuantity,float
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB_Price_Info,dClosingAuctionQuantity,float
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB_Price_Info,dIntraDayAuctionQuantity,float
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB_Price_Info,dMidpointQuantityTraded,float
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB_Price_Info,bmRestData,varbinary(max)
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB_Price_Info,dtWindowsFileTime,datetime2
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNT_Version,cVersion,char(12)
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNT_Version,dtDate,datetime
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNT_Version,cInstallType,char(12)
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNT_Version,vcComment1,varchar(100)
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_MarketPlaces,dtDate,datetime
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_MarketPlaces,cMarketPlaceCode,char(50)
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_MarketPlaces,cHomeMarketServerId,char(3)
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_MarketPlaces,iMarketplaceId,int
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_MarketPlaces,iMarketplaceAttributes,int
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_MarketPlaces,iDefaultMarketplaceCodeSpecifier,int
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_MarketPlaces,bmRestData,varbinary(max)
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_MarketPlaces,biMCSeqNo,bigint
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_MarketPlaces,dtWindowsFileTime,datetime2
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,MCLogOnSQLPerf_MCLog,biSeqNo,bigint
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,MCLogOnSQLPerf_MCLog,bmRestData,varbinary(max)
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,MCLogOnSQLPerf_MCLog,dtDate,datetime
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,MCLogOnSQLPerf_MCLog,iSeries,int
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,MCLogOnSQLPerf_MCLog,iScatterId,int
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,MCLogOnSQLPerf_MCLog,iRTY,int
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB_Price_Info_History,cOrderBookId,char(19)
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB_Price_Info_History,iInstrumentType,int
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB_Price_Info_History,dtDate,datetime
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB_Price_Info_History,dLastPrice,float
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB_Price_Info_History,dLastQuantity,float
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB_Price_Info_History,iLastDateTimeType,int
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB_Price_Info_History,dtLastDateTime,datetime
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB_Price_Info_History,dHighPrice,float
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB_Price_Info_History,dHighQuantity,float
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB_Price_Info_History,iHighDateTimeType,int
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB_Price_Info_History,dtHighDateTime,datetime
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB_Price_Info_History,dLowPrice,float
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB_Price_Info_History,dLowQuantity,float
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB_Price_Info_History,iLowDateTimeType,int
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB_Price_Info_History,dtLowDateTime,datetime
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB_Price_Info_History,dOpeningPrice,float
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB_Price_Info_History,dOpeningQuantity,float
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB_Price_Info_History,iOpeningDateTimeType,int
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB_Price_Info_History,dtOpeningDateTime,datetime
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB_Price_Info_History,dClosingPrice,float
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB_Price_Info_History,dClosingQuantity,float
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB_Price_Info_History,iClosingDateTimeType,int
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB_Price_Info_History,dtClosingDateTime,datetime
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB_Price_Info_History,dLastOffExchangePrice,float
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB_Price_Info_History,dLastOffExchangeQuantity,float
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB_Price_Info_History,iLastOffExchangeDateTimeType,int
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB_Price_Info_History,dtLastOffExchangeDateTime,datetime
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB_Price_Info_History,dTotalQuantityTraded,float
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB_Price_Info_History,dTotalValueTraded,float
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB_Price_Info_History,iTotalTradeCount,int
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB_Price_Info_History,dAutomaticQuantityTraded,float
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB_Price_Info_History,dAutomaticValueTraded,float
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB_Price_Info_History,iAutomaticTradeCount,int
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB_Price_Info_History,dYieldToMaturity,float
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB_Price_Info_History,dYieldToEarliestRedemp,float
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB_Price_Info_History,iafStatus,int
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB_Price_Info_History,iUpdatedFields,int
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB_Price_Info_History,iId,int
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB_Price_Info_History,dOpenInterestQuantity,float
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB_Price_Info_History,bmRestData,varbinary(max)
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB_Price_Info_History,dOpeningAuctionQuantity,float
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB_Price_Info_History,dClosingAuctionQuantity,float
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB_Price_Info_History,dIntraDayAuctionQuantity,float
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB_Price_Info_History,dMidpointQuantityTraded,float
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB_Price_Info_History,dCorporateActionFactor,float
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNT_MCLog,biSeqNo,bigint
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNT_MCLog,bmRestData,varbinary(max)
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNT_MCLog,dtDate,datetime
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNT_MCLog,iSeries,int
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNT_MCLog,iScatterId,int
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNT_MCLog,iRTY,int
50177,MSSQL,R0021301\RCHAREP01,AMSDB_BGT,dbo,TNV_AMSDMT_TNT_OB_Price_Info_History_Calc,cOrderBookId,char(19)
